bidNtceNo,bidNtceOrd,bidClsfcNo,rbidNo,ntceDivCd,bidNtceNm,prtcptCnum,bidwinnrNm,bidwinnrBizno,bidwinnrCeoNm,bidwinnrAdrs,bidwinnrTelNo,sucsfbidAmt,sucsfbidRate,rlOpengDt,dminsttCd,dminsttNm,rgstDt,fnlSucsfDate,fnlSucsfCorpOfcl
20230913139,000,0,000,통050001,신탄중앙중 환경친화적 운동장 재조성 및 기타공사,139,인정건설 주식회사,1318171507,안혜연,"대전광역시 유성구 대학로 53, 406호(봉명동, 솔리안)",042-825-4723,553278000,88.356,2023-09-26 11:00:00,7441000,대전광역시교육청 대전광역시동부교육지원청,2023-10-10 17:11:32,2023-10-10,
20230900183,000,0,000,통050001,Y3블록 노후 상수관 개량공사,194,(주)공신엔지니어링,3058161099,한영순,대전광역시 대덕구 오정로 19 (),042-631-0460,161008500,88.49,2023-09-07 11:00:00,6300000,대전광역시,2023-09-11 09:42:52,2023-09-11,
20230921749,000,0,000,통050001,대전대화중 노후운동장 개선 및 기타공사,137,주식회사 일조건설,3188102136,김도은,"대전광역시 유성구 온천로 59, 1524호(봉명동, 동아벤처타워)",042-624-9896,336453000,88.37,2023-09-26 11:00:00,7441000,대전광역시교육청 대전광역시동부교육지원청,2023-10-05 12:21:12,2023-10-05,
20230923977,000,0,000,통050001,회덕초 정문설치 및 기타공사,146,주식회사  에이치비건영,3148622076,이황정,대전광역시 유성구 죽동로279번길 25-0 (죽동),042-824-2294,123379000,88.244,2023-09-27 11:00:00,7441000,대전광역시교육청 대전광역시동부교육지원청,2023-10-05 12:20:41,2023-10-05,
20230923973,000,0,000,통050001,대전목상초 스탠드설치 및 기타공사,144,(유)주은건설,3148118107,강사길,대전광역시 유성구 복용남로 67-5 (복용동) 101호,042-822-3431,105463149,88.452,2023-09-27 11:00:00,7441000,대전광역시교육청 대전광역시동부교육지원청,2023-10-05 12:20:57,2023-10-05,
20230901585,000,0,000,통050001,판암동 205번지 급수관 매설공사,180,주식회사 태준건설,4338101469,허종호,"충청북도 제천시 백운면 애련로 14 , 2층 201호 (송무빌딩)",042-824-9044,50606362,88.372,2023-09-08 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2023-09-08 13:44:53,2023-09-08,
20230834711,000,0,000,통050001,문창교 하부 일원 하수박스 신설공사,182,(합)대양엔지니어링,3148105693,임명수,대전광역시 중구 뿌리공원로 35-1 (안영동),042-531-1717,87661920,87.759,2023-09-05 11:00:00,3640000,대전광역시 동구,2023-09-06 16:49:30,2023-09-06,
20230926877,000,0,001,통050001,대전정림중 운동장 재조성공사,56,(주)덕성토건,3128184649,정종관,대전광역시 대덕구 중리로 58 (중리동) 302호,042-639-6690,195529000,88.399,2023-10-05 11:00:00,7451000,대전광역시교육청 대전광역시서부교육지원청,2023-10-11 15:28:15,2023-10-11,
20230925491,000,0,000,통050001,대전봉산중 운동장 재조성공사,152,(주)태준이앤씨,7098800935,김광휘,경상남도 사천시 서향안길 10-29 (향촌동) 2층,070-4848-4050,339830770,88.343,2023-10-06 11:00:00,7451000,대전광역시교육청 대전광역시서부교육지원청,2023-10-06 15:45:54,2023-10-06,
20231011967,000,0,000,통050001,대화동 안구만리 일원 하수관로 정비공사,183,오양건설산업 주식회사,3058146249,윤선해,대전광역시 중구 문창로 59 (부사동),042-271-4569,119562220,88.43,2023-10-18 11:00:00,3680000,대전광역시 대덕구,2023-10-19 09:49:40,2023-10-19,
20230931876,002,0,000,통050001,월평정수사업소 2단계 침전지 재활용수배관 교체 공사(공고문 정정),304,오양건설산업 주식회사,3058146249,윤선해,대전광역시 중구 문창로 59 (부사동),042-271-4569,62718980,88.303,2023-10-19 15:00:00,6300112,대전광역시 상수도사업본부 월평정수사업소,2023-10-19 18:15:55,2023-10-19,
20231005333,000,0,000,통050001,2023년 하수시설물 긴급보수공사 연간단가(추가분),183,천도이앤씨 주식회사,4738601967,안대영,"대전광역시 대덕구 대화로 160, 2동 324호",042-624-0480,159656678,88.433,2023-10-13 11:00:00,3680000,대전광역시 대덕구,2023-10-13 13:09:28,2023-10-13,
20231029930,000,0,001,통050001,지족동 857번지 일원 상수도 관세척공사,2,(주)크린텍,3158133251,김진석,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔1차301호 (만년동)",042-524-9400,61000000,88.997,2023-11-02 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2023-11-02 17:04:21,2023-11-02,
20231021564,002,0,000,통050001,가오동 557번지 일원 관세척공사(정정),2,(주)크린텍,3158133251,김진석,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔1차301호 (만년동)",042-524-9400,42000000,88.802,2023-10-25 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2023-10-25 14:51:47,2023-10-25,
20231016200,000,0,000,통050001,유성초 외부환경개선공사,134,이지건설 주식회사,3148146127,오세호,대전광역시 서구 갈마로147번길 5-6 (갈마동),042-531-2111,282036200,88.263,2023-10-24 11:00:00,7451000,대전광역시교육청 대전광역시서부교육지원청,2023-10-25 14:32:36,2023-10-25,
20231033508,001,0,001,통050001,복수동 758번지 일원 관세척공사,2,(주)은진건설,3128174137,이진영,대전광역시 유성구 학하동로63번길 88-12 (학하동),042-822-0771,61600000,88.723,2023-11-02 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-11-02 16:14:29,2023-11-02,
20231021680,002,0,001,통050001,용전동 25-7번지 일원 관세척 공사(정정),3,(주)크린텍,3158133251,김진석,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔1차301호 (만년동)",042-524-9400,29800000,88.535,2023-10-25 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2023-10-27 14:22:20,2023-10-27,
20230931036,001,0,000,통050001,2023년 유성여자고등학교 비탈면 보강 공사,144,(주)유강테크,1438111588,전정식,대전광역시 대덕구 송촌로 1-0 (송촌동) 2층,042-628-8780,413565000,88.423,2023-10-06 18:00:00,7430064,대전광역시교육청 유성여자고등학교,2023-10-11 11:22:13,2023-10-11,
20230929544,001,0,000,통050001,J72블록 일원 관세척 공사,3,(주)은진건설,3128174137,이진영,대전광역시 유성구 학하동로63번길 88-12 (학하동),042-822-0771,42745290,89.015,2023-10-11 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2023-10-11 11:20:30,2023-10-11,
20231007883,000,0,000,통050001,대전매봉초 보차도분리 및 기타공사,148,주식회사 에이치비텍,8988601415,이선영,대전광역시 대덕구 대전로1044번길 20,042-672-6694,229838100,88.323,2023-10-17 11:00:00,7441000,대전광역시교육청 대전광역시동부교육지원청,2023-10-17 20:13:26,2023-10-17,
20231009675,000,0,000,통050001,가족안심 시립요양원 진입도로 개설공사,134,(주)부원건설,3088105285,김현수,"대전광역시 중구 계룡로 832 (오류동, 중도일보빌딩)",042-220-1080,584239900,88.422,2023-10-20 11:00:00,3640000,대전광역시 동구,2023-10-30 09:03:28,2023-10-30,
20231021806,001,0,000,통050001,대사동 644-113번지 일원 배수관 이공사,172,합자회사 호연건설,3068100310,김형식,대전광역시 유성구 학하동로63번길 88-12 (학하동),042-528-0417,51741630,88.344,2023-10-26 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2023-10-26 11:21:32,2023-10-26,
20231033476,001,0,000,통050001,도안동 1298번지 일원 관세척공사,2,(주)크린텍,3158133251,김진석,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔1차301호 (만년동)",042-524-9400,52000000,89.347,2023-11-02 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-11-02 11:50:37,2023-11-02,
20231033523,001,0,000,통050001,도안동 1223번지 일원 관세척공사,2,(주)은진건설,3128174137,이진영,대전광역시 유성구 학하동로63번길 88-12 (학하동),042-822-0771,70236440,89.7,2023-11-02 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-11-02 11:51:11,2023-11-02,
20230926877,000,0,001,통050001,대전정림중 운동장 재조성공사,56,(주)덕성토건,3128184649,정종관,대전광역시 대덕구 중리로 58 (중리동) 302호,042-639-6690,195529000,88.399,2023-10-05 11:00:00,7451000,대전광역시교육청 대전광역시서부교육지원청,2023-10-11 15:28:15,2023-10-11,
20231143610,000,0,000,통050001,2023년 하수도 준설 추가공사,39,주식회사 금룡건설산업,8648601601,이유찬,"대전광역시 유성구 온천로 59, 1024호(봉명동,동아벤처타워)",042-542-9896,43475000,88.311,2023-12-05 11:00:00,3640000,대전광역시 동구,2023-12-06 15:53:15,2023-12-06,
20231111706,000,0,000,통050001,2023년 하수시설물 준설공사(연간단가) 추가분,42,주식회사 케이케이,7908602032,이풍한,대전광역시 대덕구 신탄진로162번길 156 (연축동),042-272-3689,202218500,88.309,2023-11-16 11:00:00,3680000,대전광역시 대덕구,2023-11-22 15:57:10,2023-11-22,
20231145171,000,0,000,통050001,2024년 대덕구 관내 4구역 상수도 연간 단가계약 공사,175,주식회사 예담건설,3178111710,김동인,"대전광역시 서구 청사로 148-0 (둔산동) 매그놀리아, 610호",***********,683067400,88.675,2023-12-07 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2023-12-20 15:21:08,2023-12-20,
20231130044,000,0,000,통050001,2023년 하반기 하수도 긴급수선공사(연간단가),180,(자)삼정엔지니어링,3148110236,신영국,대전광역시 유성구 갑동로25번길 142-0 (갑동),042-823-7072,201244000,88.418,2023-11-28 11:00:00,3660000,대전광역시 서구,2023-11-30 14:06:23,2023-11-30,
20231145165,000,0,000,통050001,2024년 대덕구 관내 3구역 상수도 연간 단가계약 공사,173,주식회사 청평건설,3148171330,김근선,대전광역시 서구 신갈마로155번길 23-0 (갈마동),042-863-1788,656095798,88.49,2023-12-07 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2023-12-18 14:39:32,2023-12-18,
20231029930,000,0,001,통050001,지족동 857번지 일원 상수도 관세척공사,2,(주)크린텍,3158133251,김진석,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔1차301호 (만년동)",042-524-9400,61000000,88.997,2023-11-02 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2023-11-02 17:04:21,2023-11-02,
20231142088,000,0,000,통050001,2024년 서구 관내 4구역 상수도 연간 단가계약 공사,178,주식회사 대양환경건설산업,6128601183,강대양,대전광역시 유성구 복용남로 67-10 (복용동),042-672-4985,626118060,88.518,2023-12-05 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-12-14 10:59:33,2023-12-14,
20231135373,000,0,000,통050001,2024년 중구 관내 2구역 상수도 연간 단가계약 공사,178,대송제이건설(주),6288802032,박미형,대전광역시 서구 복수남로 56-0 (복수동) 3층 302호,042-342-5337,547207456,88.534,2023-11-29 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2023-12-07 15:56:30,2023-12-07,
20231135382,000,0,000,통050001,2024년 중구 관내 3구역 상수도 연간 단가계약 공사,178,주식회사 마징가건설,6208104570,신진욱,대전광역시 동구 대별로 20-0 (대별동),042-272-3410,461040040,88.505,2023-11-29 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2023-12-11 14:02:33,2023-12-11,
20231142104,000,0,000,통050001,2024년 서구 관내 5구역 상수도 연간 단가계약 공사,178,시온건설 주식회사,6068160542,강영수,대전광역시 유성구 복용남로 67-5 (복용동) 102호,042-368-0316,590583465,88.53,2023-12-05 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-12-19 13:23:19,2023-12-19,
20231145157,000,0,000,통050001,2024년 대덕구 관내 2구역 상수도 연간 단가계약 공사,175,(주) 한국테크,3148601751,엄경용,"대전광역시 유성구 테크노8로 53-10,3층 (용산동)",042-634-1400,668056711,88.469,2023-12-07 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2023-12-21 16:20:52,2023-12-21,
20231135362,000,0,000,통050001,2024년 중구 관내 1구역 상수도 연간 단가계약 공사,177,유한회사태양건설,4028141905,김성열,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔 1017호 (만년동)",042-826-4800,449302100,88.521,2023-11-29 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2023-12-07 16:25:57,2023-12-07,
20231142013,000,0,000,통050001,2024년 서구 관내 1구역 상수도 연간 단가계약 공사,177,주식회사 한길토건,5588600594,조미경,대전광역시 서구 구봉산북로21번길 32-14. 2층(관저동),042-587-8772,723633000,88.515,2023-12-05 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-12-14 10:43:56,2023-12-14,
20231033508,001,0,001,통050001,복수동 758번지 일원 관세척공사,2,(주)은진건설,3128174137,이진영,대전광역시 유성구 학하동로63번길 88-12 (학하동),042-822-0771,61600000,88.723,2023-11-02 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-11-02 16:14:29,2023-11-02,
20231142050,000,0,000,통050001,2024년 서구 관내 2구역 상수도 연간 단가계약 공사,177,합자회사 도연건설,3068100455,이지안,대전광역시 대덕구 신탄진로162번길 156,042-272-3689,621561000,88.538,2023-12-05 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-12-17 08:46:55,2023-12-17,
20231135396,000,0,000,통050001,2024년 중구 관내 4구역 상수도 연간 단가계약 공사,177,대운토건주식회사,2328801695,김진욱,"대전광역시 서구 복수남로 31, 204호 (복수동)",042-586-8475,572941200,88.547,2023-11-29 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2023-12-11 10:28:20,2023-12-11,
20231141085,000,0,000,통050001,유성 송강지구 하수관로 정비사업(1구역 추가구간),180,더웅토건주식회사,6378602051,김영찬,"대전광역시 대덕구 신탄진로162번길 156, 201호(연축동)",042-635-4478,70366500,88.356,2023-12-01 11:00:00,3670000,대전광역시 유성구,2023-12-05 11:37:40,2023-12-05,
20231128579,000,0,000,통050001,2024년 상수도 관로 가압구역 누수 수선공사(연간단가),186,에스이산업주식회사,3148185891,조은지,"대전광역시 중구 목척1길 21, 3층 314호(은행동, 오케이벤처타운)",042-320-7715,122226970,88.389,2023-11-24 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2023-12-04 11:56:05,2023-12-04,
20231145149,000,0,000,통050001,2024년 대덕구 관내 1구역 상수도 연간 단가계약 공사,175,흥정건설(주),1748101366,김미숙,"충청남도 천안시 서북구 두정고5길 21, 3층 (두정동, 신동아빌딩)",041-522-7608,664653000,88.47,2023-12-07 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2023-12-20 15:33:52,2023-12-20,
20231113510,000,0,000,통050001,용전동 26-1번지 일원 노후관 개량공사,174,이오건설(주),3148125063,이재환,대전광역시 서구 월평새뜸로4번길 96 (월평동),042-472-0811,47253490,87.97,2023-11-15 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2023-11-15 11:32:07,2023-11-15,
20231132730,000,0,000,통050001,2023년 하반기 대전바이오에너지센터 음식물처리시설 저장조 준설공사,28,서전건설산업(주),3058122043,이종현,"대전광역시 서구 대덕대로249번길 15-0 (둔산동, 6층)",042-472-8743,28088000,88.109,2023-11-28 11:00:00,B552519,대전도시공사,2023-12-05 22:07:56,2023-12-05,
20231128844,001,0,000,통050001,2024년 유성구 관내 2구역 상수도 연간단가 공사,174,주식회사 서영건설,4288700403,김영학,대전광역시 동구 산내로1287번길 81-9 (낭월동),070-4141-1627,749266700,88.545,2023-11-28 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2023-12-06 10:35:17,2023-12-06,
20231128674,001,0,000,통050001,2024년 유성구 관내 1구역 상수도 연간단가 공사,174,지엘중 주식회사,4118159850,서인호,"대전광역시 유성구 갑동로 65(갑동), 2층",042-825-7161,757681885,88.534,2023-11-28 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2023-12-07 18:07:17,2023-12-07,
20231128934,000,0,000,통050001,2024년 유성구 관내 4구역 상수도 연간단가 공사,174,미루건설합자회사,3148113344,강다영,대전광역시 중구 유등천동로198번길 20-0 (산성동),042-582-0482,752650160,88.511,2023-11-28 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2023-12-07 10:14:51,2023-12-07,
20231033476,001,0,000,통050001,도안동 1298번지 일원 관세척공사,2,(주)크린텍,3158133251,김진석,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔1차301호 (만년동)",042-524-9400,52000000,89.347,2023-11-02 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-11-02 11:50:37,2023-11-02,
20231033523,001,0,000,통050001,도안동 1223번지 일원 관세척공사,2,(주)은진건설,3128174137,이진영,대전광역시 유성구 학하동로63번길 88-12 (학하동),042-822-0771,70236440,89.7,2023-11-02 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-11-02 11:51:11,2023-11-02,
20231142071,000,0,000,통050001,2024년 서구 관내 3구역 상수도 연간 단가계약 공사,177,가로건설 주식회사,7128601751,오경란,"대전광역시 대덕구 한밭대로 1163, 301호(중리동)",042-636-3372,735985640,88.517,2023-12-05 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-12-19 11:09:47,2023-12-19,
20231130019,000,0,000,통050001,2023년 하반기 하수도 기계준설공사(연간단가),36,건설수도(합),3148100228,임광혁,대전광역시 유성구 학하남로99번길 14-17 (학하동),042-531-1188,86286000,88.258,2023-11-24 11:00:00,3660000,대전광역시 서구,2023-11-28 13:45:48,2023-11-28,
20231128905,000,0,000,통050001,2024년 유성구 관내 3구역 상수도 연간단가 공사,175,경진건설(주),3058135548,빈종일,대전광역시 대덕구 한남로137번길 54 (),042-624-0489,750308400,88.534,2023-11-28 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2023-12-06 10:45:06,2023-12-06,
20231141977,000,0,000,통050001,2024년 상수도 공도누수 및 노후밸브 교체 수선공사(연간단가),174,주식회사 케이알,6168122225,임재형,"대전광역시 중구 안영로 67-0 2층 (사정동,우남빌딩)",042-587-2005,439007898,88.481,2023-12-05 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2023-12-14 11:13:41,2023-12-14,
20231224705,000,0,000,통050001,2024년 동구 관내 2구역 상수도 연간 단가계약 공사,177,흥정건설(주),1748101366,김미숙,"충청남도 천안시 서북구 두정고5길 21, 3층 (두정동, 신동아빌딩)",041-522-7608,590133000,88.482,2023-12-19 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2023-12-23 09:06:11,2023-12-23,
20231143610,000,0,000,통050001,2023년 하수도 준설 추가공사,39,주식회사 금룡건설산업,8648601601,이유찬,"대전광역시 유성구 온천로 59, 1024호(봉명동,동아벤처타워)",042-542-9896,43475000,88.311,2023-12-05 11:00:00,3640000,대전광역시 동구,2023-12-06 15:53:15,2023-12-06,
20231145171,000,0,000,통050001,2024년 대덕구 관내 4구역 상수도 연간 단가계약 공사,175,주식회사 예담건설,3178111710,김동인,"대전광역시 서구 청사로 148-0 (둔산동) 매그놀리아, 610호",***********,683067400,88.675,2023-12-07 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2023-12-20 15:21:08,2023-12-20,
20231145165,000,0,000,통050001,2024년 대덕구 관내 3구역 상수도 연간 단가계약 공사,173,주식회사 청평건설,3148171330,김근선,대전광역시 서구 신갈마로155번길 23-0 (갈마동),042-863-1788,656095798,88.49,2023-12-07 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2023-12-18 14:39:32,2023-12-18,
20231142088,000,0,000,통050001,2024년 서구 관내 4구역 상수도 연간 단가계약 공사,178,주식회사 대양환경건설산업,6128601183,강대양,대전광역시 유성구 복용남로 67-10 (복용동),042-672-4985,626118060,88.518,2023-12-05 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-12-14 10:59:33,2023-12-14,
20231142104,000,0,000,통050001,2024년 서구 관내 5구역 상수도 연간 단가계약 공사,178,시온건설 주식회사,6068160542,강영수,대전광역시 유성구 복용남로 67-5 (복용동) 102호,042-368-0316,590583465,88.53,2023-12-05 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-12-19 13:23:19,2023-12-19,
20231145157,000,0,000,통050001,2024년 대덕구 관내 2구역 상수도 연간 단가계약 공사,175,(주) 한국테크,3148601751,엄경용,"대전광역시 유성구 테크노8로 53-10,3층 (용산동)",042-634-1400,668056711,88.469,2023-12-07 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2023-12-21 16:20:52,2023-12-21,
20231214275,000,0,000,통050001,법동중학교 일원 배수시설 정비공사,187,칠성건설산업 주식회사,5678800592,서강현,"대전광역시 유성구 온천로 45, 알파동 1716호(봉명동, 유성푸르지오시티)",070-7675-7575,128174200,88.441,2023-12-14 11:00:00,3680000,대전광역시 대덕구,2023-12-14 14:30:02,2023-12-14,
20231142013,000,0,000,통050001,2024년 서구 관내 1구역 상수도 연간 단가계약 공사,177,주식회사 한길토건,5588600594,조미경,대전광역시 서구 구봉산북로21번길 32-14. 2층(관저동),042-587-8772,723633000,88.515,2023-12-05 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-12-14 10:43:56,2023-12-14,
20231142050,000,0,000,통050001,2024년 서구 관내 2구역 상수도 연간 단가계약 공사,177,합자회사 도연건설,3068100455,이지안,대전광역시 대덕구 신탄진로162번길 156,042-272-3689,621561000,88.538,2023-12-05 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-12-17 08:46:55,2023-12-17,
20231216792,000,0,000,통050001,봉명동 일원 우수관로 개량사업,240,가득건설(주),2208703539,황성환,대전광역시 동구 옻밭2길 19-0 (신흥동),042-545-8870,298970000,88.629,2023-12-19 11:00:00,3670000,대전광역시 유성구,2023-12-20 16:48:22,2023-12-20,
20231141085,000,0,000,통050001,유성 송강지구 하수관로 정비사업(1구역 추가구간),180,더웅토건주식회사,6378602051,김영찬,"대전광역시 대덕구 신탄진로162번길 156, 201호(연축동)",042-635-4478,70366500,88.356,2023-12-01 11:00:00,3670000,대전광역시 유성구,2023-12-05 11:37:40,2023-12-05,
20231224723,000,0,000,통050001,2024년 동구 관내 3구역 상수도 연간 단가계약 공사,176,(합)동산기업사,3058106214,최영효,대전광역시 중구 오류로 57-11 (),042-522-1289,636710000,88.503,2023-12-19 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2023-12-23 09:28:42,2023-12-23,
20231145149,000,0,000,통050001,2024년 대덕구 관내 1구역 상수도 연간 단가계약 공사,175,흥정건설(주),1748101366,김미숙,"충청남도 천안시 서북구 두정고5길 21, 3층 (두정동, 신동아빌딩)",041-522-7608,664653000,88.47,2023-12-07 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2023-12-20 15:33:52,2023-12-20,
20231224679,000,0,000,통050001,2024년 동구 관내 1구역 상수도 연간 단가계약 공사,177,(주)신안건설,3148120277,이재일,대전광역시 중구 계백로1584번길 49 (유천동),042-321-6545,585356850,88.497,2023-12-19 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2023-12-26 17:38:18,2023-12-26,
20231142071,000,0,000,통050001,2024년 서구 관내 3구역 상수도 연간 단가계약 공사,177,가로건설 주식회사,7128601751,오경란,"대전광역시 대덕구 한밭대로 1163, 301호(중리동)",042-636-3372,735985640,88.517,2023-12-05 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2023-12-19 11:09:47,2023-12-19,
20231224739,000,0,000,통050001,2024년 동구 관내 4구역 상수도 연간 단가계약 공사,177,주식회사 금탑건설,3058193437,남상권,대전광역시 대덕구 계족로740번길 23-7 (읍내동),042-626-6114,635737000,88.496,2023-12-19 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2023-12-23 09:45:03,2023-12-23,
20231228319,002,0,000,통050001,한밭대로 유성IC 주변 상습 교통정체구간 개선공사,132,공간종합건설(주),3148126757,황병연,"대전광역시 서구 제비네1길 4, 4층(도마동,공간프라임빌딩)",042-623-6700,435422770,89.128,2023-12-21 11:00:00,6300207,대전광역시 건설관리본부,2023-12-26 16:50:00,2023-12-26,
20231141977,000,0,000,통050001,2024년 상수도 공도누수 및 노후밸브 교체 수선공사(연간단가),174,주식회사 케이알,6168122225,임재형,"대전광역시 중구 안영로 67-0 2층 (사정동,우남빌딩)",042-587-2005,439007898,88.481,2023-12-05 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2023-12-14 11:13:41,2023-12-14,
20240130424,000,0,000,통050001,2024년 하수도 수선공사(연간단가) 2권역,172,(주)디엔건설,3148193620,김영국,"대전광역시 대덕구 대전로 1372 (읍내동), 3층 디엔건설",042-471-9280,500052000,88.446,2024-02-06 11:00:00,3670000,대전광역시 유성구,2024-02-15 15:23:47,2024-02-15,
20240131576,000,0,000,통050001,2024년 하수도 연간단가 준설공사,31,주식회사 지평건설,5218701680,조혜영,"대전광역시 유성구 온천로 59-0 (봉명동) 1413호(봉명동,동아벤처타워)",042-486-3866,172343000,88.324,2024-02-02 11:00:00,3650000,대전광역시 중구,2024-02-06 09:49:42,2024-02-06,
20240130421,000,0,000,통050001,2024년 하수도 수선공사(연간단가) 1권역,171,주식회사 엔씨,3798701231,김동철,"대전광역시 유성구 덕명서로2번길 38, 3층(덕명동, 남영빌딩))",042-823-1015,500971406,88.455,2024-02-06 11:00:00,3670000,대전광역시 유성구,2024-02-15 15:23:20,2024-02-15,
20240136582,000,0,000,통050001,2024년 하수도 연간단가 긴급수선공사(서부지역),172,주식회사 엔씨,3798701231,김동철,"대전광역시 유성구 덕명서로2번길 38, 3층(덕명동, 남영빌딩))",042-823-1015,279503411,88.36,2024-02-08 11:00:00,3650000,대전광역시 중구,2024-02-15 10:42:55,2024-02-15,
20240136317,000,0,000,통050001,2024년 하수도 연간단가 긴급수선공사(동부지역),171,승진건설 주식회사,3148114590,이상준,"대전광역시 서구 대신1길 3, 1층(도마동) ",042-525-6966,279260400,88.372,2024-02-08 11:00:00,3650000,대전광역시 중구,2024-02-15 10:42:41,2024-02-15,
20240130431,000,0,000,통050001,2024년 하수도 준설공사(연간단가),42,(주)태영기술,3148163771,현배,"대전광역시 유성구 유성대로 747 , 2층 (장대동)",042-585-4119,260712500,88.234,2024-02-06 11:00:00,3670000,대전광역시 유성구,2024-02-15 15:24:17,2024-02-15,
20240131576,000,0,000,통050001,2024년 하수도 연간단가 준설공사,31,주식회사 지평건설,5218701680,조혜영,"대전광역시 유성구 온천로 59-0 (봉명동) 1413호(봉명동,동아벤처타워)",042-486-3866,172343000,88.324,2024-02-02 11:00:00,3650000,대전광역시 중구,2024-02-06 09:49:42,2024-02-06,
20240130421,000,0,000,통050001,2024년 하수도 수선공사(연간단가) 1권역,171,주식회사 엔씨,3798701231,김동철,"대전광역시 유성구 덕명서로2번길 38, 3층(덕명동, 남영빌딩))",042-823-1015,500971406,88.455,2024-02-06 11:00:00,3670000,대전광역시 유성구,2024-02-15 15:23:20,2024-02-15,
20240130424,000,0,000,통050001,2024년 하수도 수선공사(연간단가) 2권역,172,(주)디엔건설,3148193620,김영국,"대전광역시 대덕구 대전로 1372 (읍내동), 3층 디엔건설",042-471-9280,500052000,88.446,2024-02-06 11:00:00,3670000,대전광역시 유성구,2024-02-15 15:23:47,2024-02-15,
20240136582,000,0,000,통050001,2024년 하수도 연간단가 긴급수선공사(서부지역),172,주식회사 엔씨,3798701231,김동철,"대전광역시 유성구 덕명서로2번길 38, 3층(덕명동, 남영빌딩))",042-823-1015,279503411,88.36,2024-02-08 11:00:00,3650000,대전광역시 중구,2024-02-15 10:42:55,2024-02-15,
20240237098,000,0,000,통050001,"2024년 도로시설물 연간단가 보수공사(포장,시설물)",52,(주)채움건설,3148621835,박범석,대전광역시 유성구 온천북로33번길 22-26 (),042-824-5885,273404400,88.382,2024-03-06 11:00:00,3680000,대전광역시 대덕구,2024-03-14 14:12:52,2024-03-14,
